id,lat,lng,demand
555,10.788017,106.700184,16
556,10.781752,106.686955,33
557,10.784766,106.697523,8
558,10.788761,106.685464,10
559,10.773921,106.697094,18
560,10.77626,106.704967,14
561,10.775975,106.704672,15
562,10.778197,106.703451,8
563,10.779879,106.704201,24
564,10.779011,106.704752,29
565,10.779294,106.703521,10
566,10.777028,106.702241,9
567,10.779328,106.704386,28
568,10.779253,106.703879,3
569,10.777874,106.703769,4
570,10.776858,106.702406,16
571,10.779794,106.704125,29
572,10.771734,106.697573,29
573,10.788718,106.703188,29
574,10.783769,106.70417,10
575,10.782566,106.683786,2
576,10.78549,106.687301,10
577,10.776158,106.690362,8
578,10.775355,106.690347,22
579,10.779533,106.686553,40
580,10.78051,106.681296,4
581,10.774959,106.700506,13
582,10.769475,106.704483,17
583,10.77505,106.700678,37
584,10.775405,106.703334,24
585,10.786871,106.707161,13
586,10.761244,106.689686,22
587,10.769762,106.688224,22
588,10.770568,106.694969,37
589,10.771396,106.688479,23
590,10.771784,106.692612,29
591,10.772267,106.69866,18
592,10.773467,106.694071,28
593,10.777396,106.702083,14
594,10.777934,106.698561,18
595,10.783293,106.702673,6
596,10.783925,106.698762,18
597,10.787485,106.696409,24
598,10.771365,106.680698,12
599,10.774286,106.688686,2
600,10.776677,106.686553,36
601,10.776777,106.683205,37
602,10.780493,106.68907,16
603,10.781428,106.683203,23
604,10.783626,106.68255,21
605,10.786379,106.689676,32
606,10.78758,106.686067,15
607,10.761784,106.70182,21
608,10.763622,106.682182,20
609,10.77193,106.697698,13
610,10.787621,106.686577,17
611,10.77653,106.683723,22
612,10.767408,106.693082,36
613,10.760364,106.683338,5
614,10.772807,106.695259,23
615,10.773202,106.695154,27
616,10.773121,106.695244,20
617,10.775646,106.700564,15
618,10.77535,106.704092,20
619,10.776773,106.698308,39
620,10.779764,106.695052,3
621,10.787189,106.701052,13
622,10.776241,106.692469,34
623,10.781292,106.705079,6
624,10.780084,106.70412,18
625,10.769006,106.699293,35
626,10.768989,106.699256,8
627,10.768991,106.699223,16
628,10.769075,106.699368,20
629,10.767272,106.69952,2
630,10.781896,106.692119,20
631,10.782022,106.691974,33
632,10.773364,106.702516,23
633,10.769426,106.697944,21
634,10.771404,106.696391,29
635,10.773697,106.694186,39
636,10.775912,106.691343,34
637,10.776132,106.691205,35
638,10.776985,106.690347,19
639,10.776112,106.690128,39
640,10.776477,106.689956,29
641,10.768385,106.681313,32
642,10.778667,106.698074,21
643,10.782694,106.697029,22
644,10.770301,106.704895,35
645,10.770042,106.693478,23
646,10.786063,106.703436,33
647,10.774069,106.695711,40
648,10.783663,106.695118,19
649,10.783733,106.694489,6
650,10.783538,106.694637,3
651,10.779941,106.701006,7
652,10.770789,106.700392,27
653,10.772441,106.698876,12
654,10.773785,106.701047,36
655,10.775134,106.693046,9
656,10.776422,106.691814,23
657,10.77734,106.692708,29
658,10.78197,106.706164,3
659,10.779376,106.696012,36
660,10.779576,106.696521,6
661,10.781095,106.697861,34
662,10.781102,106.697879,7
663,10.780674,106.697728,24
664,10.77194,106.703707,7
665,10.771671,106.70385,36
666,10.762324,106.707726,18
667,10.762194,106.707869,12
668,10.762346,106.708082,34
669,10.76234,106.708106,30
670,10.774418,106.69665,21
671,10.77164,106.695133,8
672,10.762611,106.702391,14
673,10.762479,106.70215,16
674,10.762305,106.701994,28
675,10.760508,106.699518,37
676,10.760002,106.698807,5
677,10.777546,106.682577,38
678,10.784071,106.699901,9
679,10.784261,106.69973,37
680,10.78419,106.699846,30
681,10.767481,106.688215,6
682,10.774866,106.700601,15
683,10.774759,106.700928,36
684,10.761571,106.702183,15
685,10.761912,106.702156,14
686,10.767428,106.68829,32
687,10.78217,106.700896,40
688,10.784294,106.699647,10
689,10.784545,106.699468,26
690,10.767854,106.686372,4
691,10.777984,106.699165,37
692,10.778345,106.699128,27
693,10.785781,106.703024,5
694,10.786829,106.701539,15
695,10.777808,106.691641,37
696,10.77438,106.702626,18
697,10.774681,106.704254,22
698,10.774516,106.704069,15
699,10.773955,106.705139,21
700,10.760329,106.680976,9
701,10.789529,106.703993,6
702,10.771625,106.693,39
703,10.778534,106.699942,29
704,10.789643,106.70412,32
705,10.789046,106.703653,8
706,10.789348,106.703721,1
707,10.78908,106.703699,3
708,10.778258,106.681538,32
709,10.778161,106.681245,31
710,10.778195,106.681166,13
711,10.778295,106.680989,35
712,10.778311,106.680948,24
713,10.778343,106.680899,32
714,10.778369,106.680857,30
715,10.773877,106.689386,32
716,10.764105,106.687141,1
717,10.783558,106.690991,17
718,10.776969,106.698003,20
719,10.772955,106.690476,19
720,10.777289,106.683013,32
721,10.785629,106.694906,14
722,10.78574,106.694992,9
723,10.786169,106.694294,26
724,10.78609,106.694069,21
725,10.786451,106.693583,17
726,10.787099,106.692771,9
727,10.787331,106.692433,14
728,10.787215,106.692612,17
729,10.787484,106.692269,28
730,10.788148,106.691529,10
731,10.788322,106.691553,30
732,10.78776,106.691977,12
733,10.787884,106.691786,8
734,10.788219,106.691674,9
735,10.788432,106.691451,16
736,10.788461,106.690933,5
737,10.789081,106.690593,39
738,10.789323,106.689997,31
739,10.789434,106.690096,39
740,10.789563,106.689697,36
741,10.789773,106.689378,26
742,10.789934,106.689249,22
743,10.789672,106.693513,22
744,10.789459,106.693186,12
745,10.76477,106.701509,29
746,10.786371,106.682883,6
747,10.776223,106.704896,31
748,10.776962,106.704496,26
749,10.777731,106.704506,6
750,10.774547,106.704627,18
751,10.763921,106.70462,30
752,10.776435,106.684654,2
753,10.776431,106.684748,29
754,10.77765,106.680909,31
755,10.776994,106.70474,29
756,10.776953,106.704788,36
757,10.776907,106.704853,9
758,10.769443,106.700046,14
759,10.786374,106.693709,34
760,10.777668,106.704449,13
761,10.784225,106.703695,20
762,10.780182,106.70343,21
763,10.769054,106.694326,19
764,10.767703,106.694481,7
765,10.767844,106.694824,18
766,10.766989,106.693433,31
767,10.775184,106.700746,15
768,10.768037,106.69417,37
769,10.783079,106.696972,21
770,10.789605,106.691299,24
771,10.787937,106.692179,32
772,10.787961,106.692147,18
773,10.788356,106.695264,21
774,10.788424,106.695301,38
775,10.773659,106.705478,19
776,10.773855,106.705657,18
777,10.773258,106.701762,28
778,10.773281,106.701796,28
779,10.77734,106.700248,1
780,10.770563,106.681599,14
781,10.774905,106.69801,31
782,10.768739,106.683466,25
783,10.761154,106.692747,20
784,10.771602,106.685694,35
785,10.775283,106.689466,13
786,10.776316,106.686671,38
787,10.771051,106.69491,3
788,10.781405,106.701163,11
789,10.784261,106.703516,12
790,10.776444,106.690054,12
791,10.770633,106.687834,39
792,10.767152,106.690741,12
793,10.766819,106.691033,6
794,10.776769,106.690315,39
795,10.775935,106.687881,31
796,10.76763,106.700049,26
797,10.769158,106.691298,13
798,10.767428,106.684863,15
799,10.766671,106.687746,22
800,10.769733,106.693061,28
801,10.769559,106.693027,12
802,10.789292,106.701466,6
803,10.77369,106.697562,23
804,10.766928,106.694143,33
805,10.766907,106.694181,27
806,10.774591,106.687852,5
807,10.771943,106.705472,21
808,10.771817,106.705639,15
809,10.780774,106.698243,35
810,10.777008,106.681161,39
811,10.764193,106.68247,1
812,10.785996,106.700879,39
813,10.786226,106.701385,13
814,10.78564,106.700916,36
815,10.7857,106.700588,1
816,10.785464,106.681997,18
817,10.772471,106.69583,40
818,10.767839,106.69372,19
819,10.786772,106.69546,14
820,10.78581,106.694433,29
821,10.776252,106.704699,33
822,10.76423,106.692336,39
823,10.771652,106.695367,36
824,10.768334,106.69402,23
825,10.768163,106.694451,11
826,10.768347,106.69353,29
827,10.776203,106.692182,12
828,10.767518,106.693896,4
829,10.767795,106.694654,9
830,10.775523,106.702529,19
831,10.774035,106.697018,34
832,10.789251,106.709637,18
833,10.774084,106.700522,3
834,10.778708,106.698088,14
835,10.767572,106.694024,5
836,10.772054,106.69758,18
837,10.778694,106.699447,4
838,10.779102,106.700201,2
839,10.77918,106.700279,28
840,10.77362,106.696927,34
841,10.768512,106.693398,37
842,10.768278,106.694489,15
843,10.768439,106.694256,31
844,10.772151,106.693645,4
845,10.770971,106.691615,1
846,10.769805,106.686784,3
847,10.782957,106.696417,1
848,10.773406,106.705539,33
849,10.771392,106.692719,28
850,10.767436,106.694598,6
851,10.784841,106.696193,22
852,10.774658,106.688601,26
853,10.77316,106.695196,19
854,10.777645,106.702377,10
855,10.771263,106.702419,31
856,10.766332,106.691664,1
857,10.773101,106.69946,31
858,10.779497,106.70058,36
859,10.789467,106.695397,39
860,10.773666,106.702566,2
861,10.768352,106.693626,7
862,10.781661,106.705483,11
863,10.774929,106.690859,16
864,10.769364,106.702701,14
865,10.7774,106.700346,2
866,10.769115,106.694433,33
867,10.766636,106.692331,10
868,10.766818,106.692798,28
869,10.771371,106.690939,39
870,10.776961,106.705347,8
871,10.769693,106.697756,11
872,10.766075,106.691091,11
873,10.773828,106.698061,8
874,10.770571,106.68156,32
875,10.778179,106.681205,27
876,10.785526,106.681946,16
877,10.783111,106.696258,27
878,10.766317,106.691349,22
879,10.76833,106.698843,27
880,10.773525,106.70642,5
881,10.779484,106.682234,11
882,10.778782,106.699643,21
883,10.773972,106.701862,33
884,10.760389,106.681172,14
885,10.775346,106.699244,3
886,10.772828,106.700318,22
887,10.769272,106.690417,10
888,10.775123,106.700649,40
889,10.770521,106.69199,38
890,10.778681,106.692157,17
891,10.782195,106.68783,14
892,10.768613,106.693433,13
893,10.782004,106.693216,2
894,10.760792,106.704583,28
895,10.779863,106.69244,24
896,10.771579,106.70216,28
897,10.767718,106.699459,31
898,10.781586,106.691294,38
899,10.774146,106.682952,5
900,10.768954,106.697735,6
901,10.774346,106.703905,40
902,10.782559,106.695507,28
903,10.782793,106.689376,7
904,10.788133,106.69966,13
905,10.78256,106.682089,27
906,10.786056,106.700888,13
907,10.768571,106.687154,39
908,10.768389,106.692674,37
909,10.765935,106.689767,3
910,10.779676,106.692443,11
911,10.771992,106.690623,22
912,10.76767,106.694413,6
913,10.766606,106.69208,33
914,10.768883,106.690717,34
915,10.782011,106.705195,15
916,10.76808,106.692539,34
917,10.765997,106.69099,18
918,10.772543,106.685057,6
919,10.785442,106.69869,23
920,10.787145,106.700023,26
921,10.783391,106.689237,31
922,10.775061,106.697419,22
923,10.765637,106.689965,9
924,10.788641,106.699285,24
925,10.774451,106.690093,39
926,10.781794,106.698803,35
927,10.763983,106.689519,25
928,10.773464,106.703829,19
929,10.778186,106.701785,11
930,10.76923,106.694226,11
931,10.776977,106.68812,1
932,10.772437,106.698841,12
933,10.786259,106.690223,20
934,10.772655,106.69712,40
935,10.789177,106.700217,33
936,10.773005,106.697138,6
937,10.785028,106.693474,5
938,10.782881,106.705211,24
939,10.787386,106.68274,11
940,10.772367,106.684011,29
941,10.772898,106.703329,17
942,10.78187,106.704743,7
943,10.767337,106.687459,30
944,10.786264,106.695434,13
945,10.772174,106.694525,37
946,10.786402,106.700268,16
947,10.765346,106.7022,21
948,10.788007,106.691893,14
949,10.771583,106.70227,25
950,10.762242,106.701505,36
951,10.768461,106.68707,14
952,10.77315,106.700535,1
953,10.775882,106.689603,24
954,10.778652,106.692085,16
955,10.776462,106.687543,20
956,10.780751,106.693863,2
957,10.782297,106.696123,25
958,10.7719,106.692191,3
959,10.772168,106.683075,27
960,10.768551,106.693162,11
961,10.773497,106.697361,30
962,10.773533,106.69734,35
963,10.770625,106.703176,34
964,10.77212,106.70403,39
965,10.772146,106.704089,35
966,10.767597,106.694792,30
967,10.767012,106.694117,37
968,10.772228,106.694279,36
969,10.77515,106.700509,39
970,10.775931,106.703029,35
971,10.770552,106.704495,19
972,10.77325,106.706305,34
973,10.784246,106.70369,23
974,10.772553,106.699112,27
975,10.779903,106.684395,6
976,10.775619,106.6896,26
977,10.775511,106.694952,13
978,10.766891,106.692987,31
979,10.769099,106.694361,34
980,10.766762,106.69407,34
981,10.766851,106.692881,18
982,10.766696,106.691946,39
983,10.768901,106.693991,21
984,10.768945,106.694046,31
985,10.768906,106.693983,37
986,10.768943,106.681532,15
987,10.768996,106.680983,22
988,10.769827,106.682494,13
989,10.767947,106.698185,11
990,10.777742,106.691362,29
991,10.774985,106.69979,29
992,10.781235,106.705434,5
993,10.772178,106.703999,32
994,10.781474,106.705273,37
995,10.770746,106.688163,10
996,10.760807,106.704625,34
997,10.775873,106.70343,33
998,10.771555,106.704296,4
999,10.769924,106.692518,8
